label,image_path,xmin,ymin,xmax,ymax,image_width,image_height
Sunglasses,11195570_1443023622675826_1042074610_n.jpg,331,42,385,66,640,640
Handbag,11195570_1443023622675826_1042074610_n.jpg,228,424,278,469,640,640
Shirt,11195570_1443023622675826_1042074610_n.jpg,341,95,404,266,640,640
Headwear,11195570_1443023622675826_1042074610_n.jpg,198,34,275,91,640,640
Suit,11195570_1443023622675826_1042074610_n.jpg,283,86,464,547,640,640
Dress,11195570_1443023622675826_1042074610_n.jpg,116,139,350,638,640,640
Footwear,11195570_1443023622675826_1042074610_n.jpg,400,538,468,604,640,640
Luggage and bags,11203022_803314089747160_1741249494_n.jpg,477,441,542,547,612,612
Jacket,11203022_803314089747160_1741249494_n.jpg,112,282,466,612,612,612
Top,11203293_419578521557563_2000762393_n.jpg,194,222,277,359,640,640
Tee,11203293_419578521557563_2000762393_n.jpg,341,173,457,369,640,640
Sweatshorts,11203293_419578521557563_2000762393_n.jpg,188,342,267,395,640,640
Sweatpants,11203293_419578521557563_2000762393_n.jpg,342,339,474,573,640,640
Footwear,11203293_419578521557563_2000762393_n.jpg,206,549,281,593,640,640
Footwear,11203293_419578521557563_2000762393_n.jpg,375,572,427,637,640,640
Footwear,11203293_419578521557563_2000762393_n.jpg,407,439,445,522,640,640
Jacket,11203293_419578521557563_2000762393_n.jpg,307,160,475,354,640,640
High heels,11195669_1435500073420382_212780376_n.jpg,240,512,285,575,612,612
High heels,11195669_1435500073420382_212780376_n.jpg,292,534,323,604,612,612
_Underwear,11195669_1435500073420382_212780376_n.jpg,227,111,327,193,612,612
_Underwear,11195669_1435500073420382_212780376_n.jpg,248,264,346,309,612,612
Coat,11205690_1451474111811719_1009226816_n.jpg,292,182,445,449,612,612
Top,11205690_1451474111811719_1009226816_n.jpg,335,254,411,366,612,612
Shorts,11205690_1451474111811719_1009226816_n.jpg,302,326,413,412,612,612
High heels,11205690_1451474111811719_1009226816_n.jpg,288,511,341,611,612,612
Skirt,11205666_903441746364962_546630134_n.jpg,112,245,272,419,612,612
Skirt,11205666_903441746364962_546630134_n.jpg,436,207,590,378,612,612
Handbag,11205666_903441746364962_546630134_n.jpg,133,325,217,411,612,612
Shirt,11205666_903441746364962_546630134_n.jpg,414,73,588,252,612,612
Shirt,11205666_903441746364962_546630134_n.jpg,89,99,206,280,612,612
High heels,11205666_903441746364962_546630134_n.jpg,187,499,250,595,612,612
High heels,11205666_903441746364962_546630134_n.jpg,268,508,326,595,612,612
High heels,11205666_903441746364962_546630134_n.jpg,492,554,536,611,612,612
Scarf,11195805_851586488228477_1998429161_n.jpg,92,228,167,397,612,612
Shirt,11195805_851586488228477_1998429161_n.jpg,83,91,179,317,612,612
Jeans,11195805_851586488228477_1998429161_n.jpg,156,284,265,514,612,612
Tee,11195805_851586488228477_1998429161_n.jpg,580,151,612,239,612,612
Blouse,11195805_851586488228477_1998429161_n.jpg,155,122,246,293,612,612
Trousers,11195805_851586488228477_1998429161_n.jpg,89,296,166,453,612,612
Tee,11208262_133688253631461_1265527706_n.jpg,169,160,244,334,640,640
Shorts,11208262_133688253631461_1265527706_n.jpg,140,318,268,417,640,640
Footwear,11208262_133688253631461_1265527706_n.jpg,100,524,151,621,640,640
Footwear,11208262_133688253631461_1265527706_n.jpg,167,572,210,632,640,640
Jacket,11208262_133688253631461_1265527706_n.jpg,116,147,287,344,640,640
Sunglasses,11205900_1631148827116590_704839698_n.jpg,6,31,83,99,612,612
Top,11205900_1631148827116590_704839698_n.jpg,405,293,518,407,612,612
Tee,11205900_1631148827116590_704839698_n.jpg,0,150,442,612,612,612
Shorts,11205900_1631148827116590_704839698_n.jpg,451,381,561,490,612,612
Jacket,11205900_1631148827116590_704839698_n.jpg,397,144,612,510,612,612
Belt,11199379_483783821775184_1314600280_n.jpg,120,458,293,514,612,612
Shirt,11199379_483783821775184_1314600280_n.jpg,67,175,328,534,612,612
Shirt,11199379_483783821775184_1314600280_n.jpg,301,230,605,608,612,612
Trousers,11199379_483783821775184_1314600280_n.jpg,110,479,300,608,612,612
Shirt,11208578_753642971415574_1672872448_n.jpg,166,149,472,608,612,612
Headwear,11208578_753642971415574_1672872448_n.jpg,255,1,466,161,612,612
Tee,11208578_753642971415574_1672872448_n.jpg,262,239,414,590,612,612
Jacket,11208578_753642971415574_1672872448_n.jpg,113,55,536,585,612,612
Headwear,11226587_862434467175875_2056363615_n.jpg,138,173,370,373,612,612
Jacket,11226587_862434467175875_2056363615_n.jpg,200,285,612,612,612,612
Sweater,11208154_1009762032368083_930969159_n.jpg,56,337,503,587,612,612
Sweater,11226647_943753935668945_1539418398_n.jpg,494,426,603,603,612,612
_Underwear,11226647_943753935668945_1539418398_n.jpg,151,416,331,606,612,612
Sunglasses,11226658_437906896375946_2063594348_n.jpg,71,179,151,220,612,612
Sunglasses,11226658_437906896375946_2063594348_n.jpg,324,174,392,208,612,612
Blazer,11226658_437906896375946_2063594348_n.jpg,453,225,612,514,612,612
Headwear,11226658_437906896375946_2063594348_n.jpg,235,191,295,245,612,612
Jeans,11226658_437906896375946_2063594348_n.jpg,194,460,332,609,612,612
Tee,11226658_437906896375946_2063594348_n.jpg,82,279,189,498,612,612
Tee,11226658_437906896375946_2063594348_n.jpg,329,219,433,432,612,612
Blouse,11226658_437906896375946_2063594348_n.jpg,438,247,537,466,612,612
Trousers,11226658_437906896375946_2063594348_n.jpg,71,467,197,604,612,612
Trousers,11226658_437906896375946_2063594348_n.jpg,324,437,446,609,612,612
Trousers,11226658_437906896375946_2063594348_n.jpg,432,444,535,601,612,612
Hoodie,11226658_437906896375946_2063594348_n.jpg,1,250,200,522,612,612
Hoodie,11226658_437906896375946_2063594348_n.jpg,295,210,468,449,612,612
Jacket,11226658_437906896375946_2063594348_n.jpg,189,271,335,468,612,612
Jumpsuit,11226661_816967178352945_619493199_n.jpg,149,121,427,611,612,612
Jumpsuit,11226661_816967178352945_619493199_n.jpg,167,11,243,166,612,612
Jumpsuit,11226661_816967178352945_619493199_n.jpg,467,0,540,239,612,612
Tee,11226788_922896341105682_842592676_n.jpg,46,239,602,612,640,640
Handbag,11232575_1585742601707128_958408419_n.jpg,139,287,201,358,640,640
Handbag,11232575_1585742601707128_958408419_n.jpg,377,181,495,384,640,640
Dress,11232575_1585742601707128_958408419_n.jpg,304,191,418,607,640,640
Blouse,11232575_1585742601707128_958408419_n.jpg,151,174,305,307,640,640
Trousers,11232575_1585742601707128_958408419_n.jpg,146,294,257,592,640,640
Footwear,11232575_1585742601707128_958408419_n.jpg,203,601,276,640,640,640
Footwear,11232575_1585742601707128_958408419_n.jpg,323,602,428,640,640,640
Jacket,11232575_1585742601707128_958408419_n.jpg,354,176,455,352,640,640
Headwear,11232585_656216731190033_831166832_n.jpg,23,125,200,288,612,612
Jeans,11232585_656216731190033_831166832_n.jpg,282,366,370,598,612,612
Hoodie,11232585_656216731190033_831166832_n.jpg,305,203,362,370,612,612
Jacket,11232585_656216731190033_831166832_n.jpg,0,327,353,612,612,612
Jacket,11232585_656216731190033_831166832_n.jpg,251,214,411,374,612,612
Tank,11226884_838692322889505_1882930933_n.jpg,18,139,210,502,640,640
Tank,11226884_838692322889505_1882930933_n.jpg,229,162,426,497,640,640
Tank,11226884_838692322889505_1882930933_n.jpg,440,178,617,506,640,640
Sweatpants,11226884_838692322889505_1882930933_n.jpg,19,474,193,591,640,640
Sweatpants,11226884_838692322889505_1882930933_n.jpg,243,490,445,594,640,640
Sweater,11232682_887090384685891_1139991695_n.jpg,59,157,511,447,612,612
Jeans,11232682_887090384685891_1139991695_n.jpg,116,348,497,610,612,612
Footwear,11232682_887090384685891_1139991695_n.jpg,427,385,585,472,612,612
Shirt,11232832_1415561568765487_705858418_n.jpg,432,391,556,494,612,612
Suit,11232832_1415561568765487_705858418_n.jpg,243,381,359,599,612,612
Suit,11232832_1415561568765487_705858418_n.jpg,1,384,106,583,612,612
Dress,11232832_1415561568765487_705858418_n.jpg,115,382,232,521,612,612
Trousers,11232832_1415561568765487_705858418_n.jpg,425,483,542,611,612,612
Tank,11232870_999184263434866_1342549993_n.jpg,104,3,310,385,612,612
Sweatpants,11232870_999184263434866_1342549993_n.jpg,105,338,282,595,612,612
Footwear,11232870_999184263434866_1342549993_n.jpg,206,571,296,612,612,612
Coat,11235874_1579477765626894_1108643546_n.jpg,212,103,404,453,612,612
Scarf,11235874_1579477765626894_1108643546_n.jpg,263,89,320,182,612,612
High heels,11235874_1579477765626894_1108643546_n.jpg,266,541,299,612,612,612
High heels,11235874_1579477765626894_1108643546_n.jpg,292,539,332,608,612,612
Coat,11230475_1019099611441060_289794443_n.jpg,294,289,600,612,612,612
Shirt,11230475_1019099611441060_289794443_n.jpg,396,296,475,384,612,612
Trousers,11235954_1666981816863040_1812038413_n.jpg,245,279,372,388,612,612
Footwear,11235954_1666981816863040_1812038413_n.jpg,234,509,266,584,612,612
Footwear,11235954_1666981816863040_1812038413_n.jpg,348,511,385,586,612,612
Jacket,11235954_1666981816863040_1812038413_n.jpg,241,103,366,311,612,612
Sunglasses,11235876_645672838865962_1030670946_n.jpg,424,180,493,205,612,612
Tank,11235876_645672838865962_1030670946_n.jpg,277,206,408,448,612,612
Belt,11235876_645672838865962_1030670946_n.jpg,506,469,595,513,612,612
Shirt,11235876_645672838865962_1030670946_n.jpg,138,185,291,394,612,612
Headwear,11235876_645672838865962_1030670946_n.jpg,318,129,375,172,612,612
Jeans,11235876_645672838865962_1030670946_n.jpg,159,387,277,569,612,612
Tee,11235876_645672838865962_1030670946_n.jpg,22,201,175,434,612,612
Tee,11235876_645672838865962_1030670946_n.jpg,402,266,524,453,612,612
Blouse,11235876_645672838865962_1030670946_n.jpg,500,302,596,495,612,612
Shorts,11235876_645672838865962_1030670946_n.jpg,22,423,147,543,612,612
Shorts,11235876_645672838865962_1030670946_n.jpg,271,431,397,527,612,612
Shorts,11235876_645672838865962_1030670946_n.jpg,500,472,591,565,612,612
Trousers,11235876_645672838865962_1030670946_n.jpg,400,440,507,573,612,612
Sunglasses,11230511_359368867589934_424930800_n.jpg,365,378,411,398,640,640
Top,11230511_359368867589934_424930800_n.jpg,73,146,196,289,640,640
Top,11230511_359368867589934_424930800_n.jpg,443,149,621,319,640,640
Jeans,11230511_359368867589934_424930800_n.jpg,74,127,200,598,640,640
Jeans,11230511_359368867589934_424930800_n.jpg,271,417,472,605,640,640
Footwear,11230511_359368867589934_424930800_n.jpg,355,230,417,283,640,640
Brassiere,11236050_373616256166844_1627348757_n.jpg,331,465,376,518,640,640
Blazer,11236050_373616256166844_1627348757_n.jpg,309,339,607,637,640,640
Top,11236050_373616256166844_1627348757_n.jpg,54,309,307,638,640,640
Sunglasses,11240358_1626814237549387_673628298_n.jpg,250,61,372,107,640,640
Headwear,11240358_1626814237549387_673628298_n.jpg,229,0,391,92,640,640
Tee,11240358_1626814237549387_673628298_n.jpg,160,118,463,547,640,640
Trousers,11240358_1626814237549387_673628298_n.jpg,216,514,451,634,640,640
Sunglasses,11240745_1434506943518600_1254363950_n.jpg,0,63,151,182,612,612
Swimwear,11240745_1434506943518600_1254363950_n.jpg,116,283,292,514,612,612
Swimwear,11240745_1434506943518600_1254363950_n.jpg,408,433,515,609,612,612
Jeans,11236062_1622032301367719_2088723459_n.jpg,134,151,518,612,612,612
Blouse,11236062_1622032301367719_2088723459_n.jpg,1,106,612,608,612,612
Shirt,11240748_1427366210914781_1017939178_n.jpg,62,64,151,206,612,612
Shirt,11240748_1427366210914781_1017939178_n.jpg,156,150,218,269,612,612
Shirt,11240748_1427366210914781_1017939178_n.jpg,209,84,267,193,612,612
Dress,11240748_1427366210914781_1017939178_n.jpg,313,94,555,576,612,612
Dress,11240748_1427366210914781_1017939178_n.jpg,100,428,186,594,612,612
Dress,11240748_1427366210914781_1017939178_n.jpg,34,347,118,483,612,612
Dress,11240748_1427366210914781_1017939178_n.jpg,188,330,291,489,612,612
Shorts,11240748_1427366210914781_1017939178_n.jpg,60,174,146,292,612,612
Shorts,11240748_1427366210914781_1017939178_n.jpg,159,254,219,301,612,612
Shorts,11240748_1427366210914781_1017939178_n.jpg,216,180,263,252,612,612
Belt,11236289_825880120823218_1996806296_n.jpg,286,344,403,366,640,640
Romper,11236289_825880120823218_1996806296_n.jpg,197,215,475,522,640,640
Shirt,11236302_1612039535701281_241770742_n.jpg,0,2,612,612,612,612
Skirt,11242023_1579399532332510_1933855111_n.jpg,247,411,431,539,612,612
Headwear,11242023_1579399532332510_1933855111_n.jpg,324,0,447,90,612,612
Tee,11242023_1579399532332510_1933855111_n.jpg,228,151,457,454,612,612
Sunglasses,11241414_1437441976557614_1629581534_n.jpg,264,84,367,119,612,612
Dress,11241414_1437441976557614_1629581534_n.jpg,196,173,446,612,612,612
Shirt,11242037_382117971989849_756843537_n.jpg,271,238,607,609,612,612
Blouse,11242037_382117971989849_756843537_n.jpg,1,337,246,611,612,612
Sunglasses,11241418_1650246888538406_485381770_n.jpg,146,165,236,202,640,640
Sunglasses,11241418_1650246888538406_485381770_n.jpg,397,2,486,47,640,640
Handbag,11241418_1650246888538406_485381770_n.jpg,3,370,201,545,640,640
Handbag,11241418_1650246888538406_485381770_n.jpg,521,425,631,552,640,640
Dress,11241418_1650246888538406_485381770_n.jpg,361,79,570,636,640,640
Dress,11241418_1650246888538406_485381770_n.jpg,153,231,272,627,640,640
Jacket,11241418_1650246888538406_485381770_n.jpg,28,248,314,640,640,640
Handbag,11240758_1839887806235555_672358624_n.jpg,186,262,229,337,612,612
Dress,11240758_1839887806235555_672358624_n.jpg,214,138,343,369,612,612
High heels,11240758_1839887806235555_672358624_n.jpg,216,460,239,517,612,612
Top,11242287_1654508124778543_1272773384_n.jpg,227,471,368,498,612,612
Headwear,11242287_1654508124778543_1272773384_n.jpg,270,179,337,209,612,612
Jeans,11242287_1654508124778543_1272773384_n.jpg,224,481,373,590,612,612
Jeans,11242287_1654508124778543_1272773384_n.jpg,375,468,467,590,612,612
Blouse,11242287_1654508124778543_1272773384_n.jpg,227,262,365,501,612,612
Blouse,11242287_1654508124778543_1272773384_n.jpg,366,275,546,466,612,612
Blouse,11242287_1654508124778543_1272773384_n.jpg,465,206,565,322,612,612
Jacket,11242287_1654508124778543_1272773384_n.jpg,459,178,565,371,612,612
Handbag,11241348_1686398651583039_1806484262_n.jpg,33,510,99,604,612,612
Headwear,11241348_1686398651583039_1806484262_n.jpg,114,21,205,140,612,612
Trousers,11241348_1686398651583039_1806484262_n.jpg,81,379,252,607,612,612
Jacket,11241348_1686398651583039_1806484262_n.jpg,47,164,275,395,612,612
Hoodie,11242648_816079635134665_1521495321_n.jpg,1,0,609,609,612,612
Brassiere,11241688_1435527760083156_1629174581_n.jpg,56,121,533,513,612,612
Sweater,11241688_1435527760083156_1629174581_n.jpg,24,89,575,594,612,612
Sunglasses,11242876_907768725912317_283343084_n.jpg,291,68,413,119,612,612
Top,11242876_907768725912317_283343084_n.jpg,259,205,537,520,612,612
Jeans,11242876_907768725912317_283343084_n.jpg,271,519,521,612,612,612
Sunglasses,11243741_1560017664258975_1784697387_n.jpg,238,60,292,91,612,612
Coat,11243741_1560017664258975_1784697387_n.jpg,131,72,320,417,612,612
Skirt,11243741_1560017664258975_1784697387_n.jpg,201,278,291,367,612,612
Handbag,11243741_1560017664258975_1784697387_n.jpg,100,195,244,304,612,612
Tee,11243741_1560017664258975_1784697387_n.jpg,248,219,291,278,612,612
High heels,11243741_1560017664258975_1784697387_n.jpg,211,545,243,603,612,612
High heels,11243741_1560017664258975_1784697387_n.jpg,234,511,276,584,612,612
Handbag,11243544_927902060595625_2059403367_n.jpg,419,255,481,327,612,612
Dress,11243544_927902060595625_2059403367_n.jpg,321,145,472,584,612,612
Dress,11243544_927902060595625_2059403367_n.jpg,148,148,344,588,612,612
Tee,11246514_1583080678620703_54337799_n.jpg,78,262,526,637,640,640
Sunglasses,11243773_799299106804855_1525186329_n.jpg,268,58,361,96,640,640
Shirt,11243773_799299106804855_1525186329_n.jpg,180,133,456,500,640,640
Jeans,11243773_799299106804855_1525186329_n.jpg,228,473,408,640,640,640
Tee,11243773_799299106804855_1525186329_n.jpg,294,385,328,491,640,640
Belt,11245017_813955898701011_1691745285_n.jpg,68,330,364,581,612,612
Skirt,11245017_813955898701011_1691745285_n.jpg,84,403,366,608,612,612
Blouse,11245017_813955898701011_1691745285_n.jpg,6,57,447,426,612,612
Coat,11247632_437088443131944_698352950_n.jpg,18,164,612,609,612,612
Shirt,11247632_437088443131944_698352950_n.jpg,253,267,358,609,612,612
Tee,11245658_903615369702480_1694732324_n.jpg,176,379,384,612,612,612
Skirt,11247741_1719616398267141_1650713932_n.jpg,158,215,303,461,512,640
High heels,11247741_1719616398267141_1650713932_n.jpg,166,536,213,635,512,640
High heels,11247741_1719616398267141_1650713932_n.jpg,247,539,295,636,512,640
Jacket,11247741_1719616398267141_1650713932_n.jpg,142,79,326,313,512,640
Top,11248222_1600421743529466_824062844_n.jpg,216,275,304,408,640,640
Top,11248222_1600421743529466_824062844_n.jpg,263,162,530,411,640,640
Jeans,11248222_1600421743529466_824062844_n.jpg,278,382,492,640,640,640
Jeans,11248222_1600421743529466_824062844_n.jpg,183,389,294,634,640,640
Jeans,11248222_1600421743529466_824062844_n.jpg,532,470,640,639,640,640
Dress,11248222_1600421743529466_824062844_n.jpg,0,214,109,633,640,640
Blouse,11248222_1600421743529466_824062844_n.jpg,115,208,323,418,640,640
Blouse,11248222_1600421743529466_824062844_n.jpg,526,232,637,501,640,640
Jumpsuit,11249174_909168565820178_1652742650_n.jpg,0,143,190,627,640,640
Jumpsuit,11249174_909168565820178_1652742650_n.jpg,360,171,635,603,640,640
Jacket,11249174_909168565820178_1652742650_n.jpg,383,304,490,441,640,640
Blazer,11249254_861445483921221_213313991_n.jpg,459,122,589,306,612,612
Top,11249254_861445483921221_213313991_n.jpg,129,191,261,371,612,612
Jumpsuit,11249254_861445483921221_213313991_n.jpg,478,121,577,477,612,612
Dress,11249254_861445483921221_213313991_n.jpg,0,131,106,348,612,612
Blouse,11249254_861445483921221_213313991_n.jpg,357,127,425,280,612,612
Shorts,11249254_861445483921221_213313991_n.jpg,330,267,457,340,612,612
Trousers,11249254_861445483921221_213313991_n.jpg,128,354,259,609,612,612
High heels,11249254_861445483921221_213313991_n.jpg,283,526,337,600,612,612
High heels,11249254_861445483921221_213313991_n.jpg,381,522,420,594,612,612
High heels,11249254_861445483921221_213313991_n.jpg,52,474,105,532,612,612
High heels,11249254_861445483921221_213313991_n.jpg,31,476,67,523,612,612
High heels,11249254_861445483921221_213313991_n.jpg,499,462,538,525,612,612
High heels,11249254_861445483921221_213313991_n.jpg,523,461,562,516,612,612
Jacket,11249254_861445483921221_213313991_n.jpg,306,110,481,333,612,612
